city;state;date_time;shape
Cathedral City;CA;13/07/2009 01:00;oval
Derbyshire (UK/England);;13/07/2009 03:00;cigar
Barrington Hills;IL;13/07/2009 04:10;other
Corona;CA;13/07/2009 11:10;triangle
Phoenix;AZ;13/07/2009 13:00;cigar
Jarna (Sweden);;04/01/2010 19:20;light
El Cajon;CA;04/01/2010 22:00;light
Chula Vista;CA;05/01/2010 02:11;oval
Colonia;NJ;05/01/2010 04:00;unknown
Twenty Nine Palms;CA;05/01/2010 06:00;unknown
Clinton;NJ;05/01/2010 16:00;cigar
Rockwell;NC;05/01/2010 18:15;cigar
Valley View Hot Springs near crestoneCO.;CO;05/01/2010 19:00;light
UK/Scotland;;05/01/2010 19:15;diamond
Anderson;SC;05/01/2010 20:10;light
San Diego;CA;06/01/2010 01:00;light
Huntington;WV;11/07/2008 20:50;other
Royse City;TX;11/07/2008 21:00;light
Livingston;MT;11/07/2008 21:00;circle
Novato;CA;11/07/2008 22:00;
Marysville;WA;11/07/2008 22:20;chevron
Noblesville;IN;11/07/2008 22:30;disk
Culpeper;VA;11/07/2008 22:43;circle
North Ridgeville;OH;12/07/2008 00:00;flash
Cranston;RI;12/07/2008 00:38;light
Henderson;TX;12/07/2008 01:45;unknown
Tucson;AZ;03/12/2008 08:31;sphere
Lake Tapps;WA;03/12/2008 14:03;triangle
Lisbon;CT;03/12/2008 16:30;circle
Yalta (Crimea) (Ukraine);;03/12/2008 17:05;disk
Federal Way;WA;03/12/2008 17:55;unknown
Neville Island;PA;03/12/2008 19:00;light
Lebanon;OR;03/12/2008 19:15;circle
Rehoboth Beach;DE;03/12/2008 21:30;other
Elkview;WA;03/12/2008 23:13;other
Treherne;MB;03/12/2008 23:30;light
Coolidge;AZ;03/12/2008 23:30;
Tucson;AZ;11/02/2009 21:20;unknown
Kelso;WA;11/02/2009 22:30;light
Columbus;GA;11/02/2009 22:30;changing
Newark;OH;11/02/2009 22:40;triangle
Rancho Cordova;CA;11/02/2009 23:00;light
Des Moines;WA;12/02/2009 00:00;fireball
Beckley;WV;12/02/2009 06:46;triangle
Irvine;CA;12/02/2009 08:15;diamond
Los Angeles;CA;12/02/2009 11:50;circle
Douglasville;GA;12/02/2009 12:22;other
Aalborg (Denmark);;12/02/2009 14:00;egg
Edmonds;WA;13/03/2010 19:30;circle
Bonita Springs;FL;13/03/2010 20:10;sphere
Metairie;LA;13/03/2010 21:10;fireball
Corvallis;OR;14/03/2010 03:40;chevron
Carmel-by-the-Sea;CA;14/03/2010 06:05;flash
Pasadena;CA;14/03/2010 16:00;changing
East Dundee;IL;14/03/2010 19:45;triangle
Bozeman;MT;14/03/2010 20:30;light
Great Falls;MT;14/03/2010 21:30;light
Crestline;CA;15/03/2010 07:00;disk
Modesto;CA;15/03/2010 18:00;rectangle
Datil;NM;27/04/1990 07:20;disk
Lake Tahoe;CA;03/07/1990 22:00;circle
Hartford;CT;08/04/1992 21:00;unknown
Indianapolis;IN;01/07/1994 09:00;other
Geneva;NY;07/03/1995 15:00;light
Bayview Jetty;OR;12/08/1996 19:00;disk
Hawthorne;CA;15/04/1997 10:00;light
Golden;CO;15/07/1997 00:00;oval
Salinas;CA;06/06/1998 19:00;fireball
Gonzales;CA;01/06/1999 19:00;changing
Dannemora;NY;01/07/1999 19:00;unknown
New York;NY;20/05/2002 11:30;cigar
Cicero;IN;;unknown
Los Alamos;NM;;disk
Waterford (Village) (UK/England);;;disk
Atlanta;GA;;changing
Cowpens;SC;;disk
Germany (enroute to France);;;light
Sanchez (Dominican Republic);;;disk
Marion;MA;;other
Knoxville;TN;14/11/2009 19:07;diamond
Monterey;CA;14/11/2009 20:36;light
Larned;KS;14/11/2009 21:15;circle
Leicester (UK/England);;14/11/2009 23:00;fireball
La Crosse;WI;14/11/2009 23:40;cross
Eau Clair;WI;15/11/2009 00:30;other
New York;NY;15/11/2009 02:30;oval
New York;NY;15/11/2009 02:30;oval
Niagara Falls;ON;15/11/2009 07:20;light
Auburn;NY;15/11/2009 14:05;disk
Litchfield;ME;15/11/2009 18:30;light
Belgrade;ME;15/11/2009 19:00;circle
Lac du Bonnet;MB;20/11/2009 07:00;light
Stanhope;NJ;30/12/2009 19:00;light
Jefferson;MD;29/01/2010 13:25;oval
Darlington;SC;21/02/2010 20:30;circle
Tallahassee;FL;19/03/2010 17:45;chevron
Indianapolis;IN;09/04/2010 21:30;triangle
Branson;MO;10/04/2010 18:00;light
Salem;OR;12/04/2010 22:00;light
Tempe;AZ;19/04/2010 00:30;changing
Pacific Ocean (no state);;30/04/2010 20:30;oval
Coolidge (Antigua);;01/05/2010 22:00;other
Iowa;IA;14/04/2010 22:12;unknown
Hiawatha;IA;14/04/2010 22:15;fireball
Sunrise;FL;14/04/2010 22:20;light
Akron;OH;14/04/2010 23:00;oval
Macks Creek;MO;14/04/2010 23:02;light
Dearborn Heights;MI;15/04/2010 00:05;light
East Hazel Crest;IL;15/04/2010 16:30;circle
Sydney (Australia);;15/04/2010 19:30;light
Ventura;CA;15/04/2010 21:00;triangle
Buxton;NC;15/04/2010 21:30;fireball
Bakersfield;CA;15/04/2010 22:15;chevron
Nederland;TX;15/04/2010 22:18;light
New Columbia;PA;28/09/2008 00:15;circle
Montebello;CA;28/09/2008 00:55;rectangle
Anacortes;WA;28/09/2008 01:30;changing
Austin;TX;28/09/2008 11:00;triangle
Crestview;FL;28/09/2008 19:20;sphere
Flagstaff;AZ;28/09/2008 19:23;other
Bournemouth (UK/England);;28/09/2008 19:32;circle
Carlow (Ireland);;28/09/2008 19:41;light
Clifton;CO;28/09/2008 20:27;light
Knoxville;TN;28/09/2008 20:30;light
Selborne (Hampshire) (UK/England);;28/09/2008 20:59;light
Gettysburg;PA;28/09/2008 21:00;light
New York;NY;01/08/2009 00:10;oval
Bismarck;MO;01/08/2009 01:15;circle
Santa Clara;CA;01/08/2009 13:00;circle
Warwick;RI;01/08/2009 20:15;sphere
Clinton Township;MI;01/08/2009 22:30;circle
Saint Catharines;ON;01/08/2009 23:15;unknown
Heidleburg;PA;01/08/2009 23:30;other
Listowel;ON;02/08/2009 23:00;flash
Keaau;HI;03/08/2009 05:00;circle
Orlando;FL;03/08/2009 05:50;sphere
Kenosha;WI;03/08/2009 17:00;other
Centralia;WA;03/08/2009 23:00;light
Milford;PA;13/07/2009 17:15;oval
French Lick;IN;13/07/2009 20:40;light
Iuka;IL;13/07/2009 21:00;other
Miami;FL;13/07/2009 22:00;unknown
Woodbury (UK/England);;14/07/2009 00:25;light
Inver Grove Heights;MN;14/07/2009 00:32;light
Daytona Beach;FL;14/07/2009 04:10;other
Dow City;IA;14/07/2009 04:30;unknown
Henderson;NV;14/07/2009 09:15;other
Pahrump;NV;14/07/2009 10:56;unknown
San Diego;CA;14/07/2009 12:35;formation
Amarillo;TX;14/07/2009 13:00;unknown
Bradford (UK/England);;06/01/2010 07:18;light
Pacific Palisades;CA;06/01/2010 20:00;teardrop
Desside (UK/Wales);;06/01/2010 20:20;fireball
Ringgold;GA;06/01/2010 20:50;rectangle
Searcy;AR;06/01/2010 21:15;disk
West Haven;CT;07/01/2010 00:00;fireball
Southampton;NY;07/01/2010 05:15;formation
Mansfield;MA;07/01/2010 06:15;light
Edgartown;MA;07/01/2010 17:30;circle
Windham;NH;07/01/2010 17:45;light
Ste-Brigitte-de-laval;QC;07/01/2010 19:30;fireball
Marlow (UK/England);;12/07/2008 02:00;circle
Cedar Springs;MI;12/07/2008 03:00;light
Defiance;OH;12/07/2008 04:32;circle
Howth (Ireland);;12/07/2008 13:30;other
Milton;WA;12/07/2008 16:00;formation
Johnson City;TN;12/07/2008 19:00;disk
Philomath;OR;12/07/2008 20:30;rectangle
Malden;MA;12/07/2008 21:50;oval
Mountain Home;AR;12/07/2008 22:00;circle
Portland;OR;12/07/2008 22:20;oval
Westmoreland;CA;04/12/2008 02:30;formation
Avon Park;FL;04/12/2008 04:45;triangle
Milton (near Banbury) (UK/England);;04/12/2008 12:00;circle
Norcross;GA;04/12/2008 14:00;rectangle
Astoria;OR;04/12/2008 17:00;sphere
Crane;OR;04/12/2008 17:00;oval
New Britain;PA;04/12/2008 20:00;triangle
Cheektowaga;NY;04/12/2008 21:30;light
Marysville;WA;04/12/2008 22:00;other
Tacoma;WA;05/12/2008 06:10;other
Atlanta;GA;12/02/2009 14:35;disk
San Diego;CA;12/02/2009 18:40;fireball
San Diego;CA;12/02/2009 20:00;light
Blythewood;SC;12/02/2009 20:28;oval
Columbia;MD;12/02/2009 20:30;light
Eagle;WI;12/02/2009 21:30;oval
Russellville;AR;12/02/2009 21:40;triangle
NJ Parkway;NJ;12/02/2009 22:00;light
Columbus;OH;12/02/2009 22:08;oval
San Jacinto;CA;12/02/2009 23:00;cigar
London (UK/England);;15/03/2010 19:25;light
Reading;PA;15/03/2010 20:00;
Erie;;15/03/2010 20:10;light
Bethleham;GA;15/03/2010 20:15;circle
Chicago;IL;16/03/2010 00:15;unknown
Skokie;IL;16/03/2010 02:00;chevron
Canton;MS;16/03/2010 06:10;light
Wilmington;VT;16/03/2010 10:00;cross
Westerly;RI;16/03/2010 12:45;circle
Hewlett;NY;16/03/2010 15:30;sphere
Holiday;FL;30/06/2004 16:00;other
Coeur d'Alene;ID;30/07/2004 21:00;light
Cancun (Mexico);;24/08/2004 19:15;cigar
Horn Lake;MS;01/02/2005 22:00;triangle
Rockford;IL;22/02/2005 17:30;other
Peferlaw;ON;15/05/2005 07:00;cylinder
Thrall;LA;15/10/2005 14:00;
San Antonio;TX;01/01/2006 23:00;triangle
Tampa;FL;05/06/2006 23:30;disk
Sierra Vista;AZ;15/02/2007 19:00;disk
Whitemarsh;PA;11/07/1969 21:00;fireball
Japan;;02/01/1973 23:00;light
Glenolden;PA;15/04/1973 18:30;oval
Madison;AL;14/05/1973 20:00;disk
Takoma Park;MD;15/08/1973 22:00;sphere
Yakima;WA;07/10/1974 19:50;cone
Gilkey;NC;10/04/1975 22:00;disk
;;30/06/1975 23:00;
Myrtle Beach;SC;15/11/2009 19:15;
Odessa;TX;15/11/2009 19:15;formation
Healdsburg;CA;15/11/2009 19:30;disk
Odessa;TX;15/11/2009 20:00;rectangle
Port St John;FL;15/11/2009 20:30;
Brookhaven;NY;16/11/2009 00:00;chevron
Sanford;NC;16/11/2009 00:00;other
Edson;AB;01/05/2010 23:30;flash
Canal Winchester;OH;05/05/2010 11:30;rectangle
Caviota;CA;06/05/2010 12:08;disk
Proctorville;OH;06/05/2010 22:00;light
Luka;MS;07/05/2010 17:30;circle
Fort Hall;ID;08/05/2010 12:45;disk
Mill Valley;CA;08/05/2010 22:11;cigar
Memphis;TN;09/05/2010 00:00;light
Pens and Panama;FL;09/05/2010 05:10;cigar
Fairfield;CA;09/05/2010 22:00;triangle
Minneapolis;MN;15/04/2010 22:30;disk
Marquette;MI;16/04/2010 01:00;triangle
La Vega (Dominican Republic);;16/04/2010 20:30;triangle
Holt;MI;16/04/2010 22:00;disk
Santa Cruz;CA;16/04/2010 22:15;formation
Ocean Springs;MS;17/04/2010 00:00;fireball
Lac Du Flambeau;WI;17/04/2010 00:00;light
ReykjavÃ­k (Iceland);;17/04/2010 02:45;light
Albuquerque;NM;17/04/2010 18:39;oval
St. Petersburg;FL;28/09/2008 21:00;diamond
Pensacola;FL;28/09/2008 21:30;oval
Rice;WA;28/09/2008 22:00;light
Cape Coral;FL;28/09/2008 22:30;circle
Calgary;AB;29/09/2008 00:00;light
Lake Stevens;WA;29/09/2008 01:45;light
Freer;TX;29/09/2008 03:52;other
Paramount;CA;29/09/2008 07:00;triangle
Longmont;CO;29/09/2008 10:41;triangle
Felton;CA;29/09/2008 17:00;formation
Anacortes;WA;03/08/2009 23:34;triangle
Coral Springs;FL;04/08/2009 03:30;
Portland;OR;05/08/2009 00:00;triangle
Indian Springs;NV;05/08/2009 08:37;cylinder
Hawthorne;CA;05/08/2009 10:00;other
Glendora;CA;05/08/2009 11:30;disk
Yelm;WA;05/08/2009 14:05;triangle
Red Mountain;CA;05/08/2009 14:30;circle
Santa Cruz;CA;05/08/2009 17:00;light
Santa Rosa Beach;FL;05/08/2009 19:30;light
Las Cruces;NM;14/07/2009 21:20;unknown
Orange;CA;14/07/2009 23:35;other
Brevard;NC;15/07/2009 00:00;unknown
Highland;UT;15/07/2009 03:00;sphere
Greencastle;PA;15/07/2009 05:30;circle
Bellevue;WA;15/07/2009 13:30;unknown
Monkton;ON;15/07/2009 14:23;light
Dover;PA;15/07/2009 21:20;sphere
Marysville;WA;15/07/2009 22:00;sphere
West Boylston;MA;07/01/2010 19:34;light
Westbrook;CT;07/01/2010 23:45;triangle
Progreso (Mexico);;08/01/2010 18:45;
Fort Worth;TX;08/01/2010 19:00;chevron
Tomball;TX;08/01/2010 19:00;unknown
Kapolei;HI;08/01/2010 21:35;light
Port Saint Lucie;FL;08/01/2010 21:52;fireball
Boulder;CO;08/01/2010 23:00;triangle
London;ON;09/01/2010 02:00;disk
Enon Vally;PA;12/07/2008 22:30;sphere
Fort Worth;TX;12/07/2008 22:30;triangle
Swakopmund (Namibia);;12/07/2008 23:00;light
Fort Worth;TX;12/07/2008 23:00;triangle
Cork (Ireland);;12/07/2008 23:30;sphere
Calgary;AB;12/07/2008 23:35;unknown
Rialto;CA;12/07/2008 23:40;light
UK/England;;12/07/2008 00:00;circle
New Palestine;IN;13/07/2008 00:00;light
Canby;OR;05/12/2008 07:25;sphere
Lodi;NJ;05/12/2008 09:55;formation
Dallas;TX;05/12/2008 20:05;chevron
Fort Collins;CO;05/12/2008 20:30;triangle
Ashville;AL;05/12/2008 21:40;unknown
South Hiram;ME;05/12/2008 22:45;teardrop
Austin;TX;05/12/2008 23:00;light
Crafton;PA;06/12/2008 02:33;
Huntington Beach;CA;06/12/2008 03:15;light
Nis (Serbia);;06/12/2008 05:31;other
Marana;AZ;06/12/2008 08:45;sphere
Rehobeth;AL;12/02/2009 23:30;triangle
Saint Albans;WV;13/02/2009 08:50;fireball
Islamorada;FL;13/02/2009 12:00;other
Fresno;CA;13/02/2009 18:30;circle
Whitehall;PA;13/02/2009 19:30;other
New York;NY;13/02/2009 19:55;light
Fairview;NC;13/02/2009 21:00;oval
Thoiry (France);;13/02/2009 21:00;circle
Bloomingdale;OH;13/02/2009 21:08;triangle
Campton;KY;13/02/2009 22:00;unknown
Bloomingburg;OH;13/02/2009 22:00;cross
Grayson;KY;13/02/2009 22:10;disk
Tempe;AZ;16/03/2010 16:45;unknown
Pont sur Yonne (France);;16/03/2010 20:10;light
Angeles City (Philippines);;16/03/2010 20:20;disk
Rochester;IN;16/03/2010 21:30;light
Long Beach;CA;16/03/2010 21:40;triangle
Milford;CT;16/03/2010 22:00;circle
Pittsboro;NC;16/03/2010 23:00;other
Little Neck;NY;16/03/2010 23:30;unknown
Converse;TX;17/03/2010 00:00;disk
Highland;NY;17/03/2010 00:00;light
Cincinnati;OH;17/03/2010 00:32;sphere
Phoenix;AZ;;disk
Memphis;TN;;circle
Fort Polk;LA;;unknown
Hartville;MO;20/09/1972 17:30;chevron
Hiawassee;GA;01/11/1972 22:00;circle
San Clemente;CA;15/03/2007 22:00;light
San Juan (Puerto Rico);;16/04/2007 00:00;unknown
Kenmore;WA;21/07/2007 17:00;light
Spokane;WA;01/08/2007 14:00;other
Tehran (Iran);;13/09/2007 03:00;light
Indio;CA;10/10/2007 06:00;oval
Whitburn (UK/England);;06/01/2008 02:00;sphere
Fayetteville;NC;20/02/2008 22:40;circle
Lee Vining;CA;27/02/2008 18:00;rectangle
Deming;NM;16/03/2008 03:15;light
Vacaville;CA;10/04/2008 23:00;disk
Kingston;TN;20/06/2008 08:30;triangle
Grand Forks;ND;01/06/1977 23:00;circle
Whitehorse;BC;29/12/1977 02:00;flash
Las Vegas;NV;15/11/1978 20:00;cigar
Janesville;IL;30/06/1979 23:00;fireball
North Miami Beach;FL;01/08/1979 19:00;other
Saint Robert;MO;20/04/1983 00:00;other
Ayer;MA;01/10/1983 20:00;unknown
Kirkland;IL;24/01/1984 00:00;circle
Fairfield;IA;02/07/1986 20:00;cigar
Grass Valley;CA;10/11/1986 23:55;disk
Mentone;CA;16/04/1989 18:00;other
Hafer Al Ban (Saudi Arabia);;15/02/1991 15:00;other
Luray;VA;16/11/2009 17:05;cylinder
Glasgow;MT;16/11/2009 18:39;light
Queen Creek;AZ;16/11/2009 19:00;changing
Marana;AZ;16/11/2009 19:00;triangle
Monee;IL;16/11/2009 19:00;light
Paradise;CA;16/11/2009 19:57;light
Woodbridge;VA;16/11/2009 19:58;circle
Kerhonkson;NY;16/11/2009 20:00;changing
Green Valley;AZ;16/11/2009 20:00;light
Mount Vernon;WA;16/11/2009 22:00;unknown
Ventura;CA;16/11/2009 22:20;formation
Williamsburg;VA;10/05/2010 03:00;light
Walterborow;SC;10/05/2010 13:00;diamond
Fountain Hills;AZ;11/05/2010 04:00;triangle
Hull (Hull) (UK/England);;12/05/2010 00:00;other
Napavine;WA;12/05/2010 00:30;unknown
Wenatchee;WA;12/05/2010 03:43;other
Saint Joseph;MO;12/05/2010 10:07;triangle
Palo Cedro;CA;12/05/2010 11:25;unknown
Chesapeake;VA;12/05/2010 19:45;fireball
Bremerton;WA;12/05/2010 21:47;light
Calgary;AB;12/05/2010 21:55;light
Walpole Island;ON;12/05/2010 22:04;light
Queen Creek;AZ;17/04/2010 20:21;cross
Nipomo;CA;17/04/2010 22:10;disk
Angola;NY;17/04/2010 22:12;triangle
Fort Meade;MD;17/04/2010 22:30;disk
Meadville;PA;18/04/2010 00:05;light
Merced;CA;18/04/2010 01:20;triangle
Truman;MN;18/04/2010 09:41;triangle
Colton;CA;18/04/2010 13:33;other
Erin;TN;18/04/2010 15:45;rectangle
New Lenox;IL;18/04/2010 20:00;changing
Truman;MN;18/04/2010 22:00;formation
Meridian;MS;29/09/2008 19:20;other
Houston;TX;29/09/2008 19:40;unknown
Okmulgee;OK;29/09/2008 19:45;light
Healdton;OK;29/09/2008 20:30;light
Brentwood;MO;29/09/2008 20:48;other
Woodside;CA;29/09/2008 21:00;triangle
Felton;DE;29/09/2008 21:25;changing
Barnsley (UK/England);;29/09/2008 21:45;circle
Huffman;TX;29/09/2008 22:00;light
Santa Maria;CA;29/09/2008 22:00;triangle
Las Vegas;NM;30/09/2008 01:25;diamond
Austin;TX;30/09/2008 06:15;other
Roswell;NM;05/08/2009 20:45;light
Kenna;NM;05/08/2009 21:09;formation
Saginaw;MI;05/08/2009 21:30;fireball
North Myrtle Beach;SC;05/08/2009 22:00;sphere
Clovis;CA;05/08/2009 22:00;circle
Exmouth (UK/England);;05/08/2009 22:35;flash
Portland;OR;05/08/2009 23:30;triangle
Clovis;CA;06/08/2009 00:34;light
Pico Rivera;CA;06/08/2009 02:05;light
West Jordan;UT;06/08/2009 02:15;disk
Jupiter;FL;06/08/2009 06:30;circle
San Clemente;CA;06/08/2009 13:20;other
South Bend;WA;15/07/2009 23:00;rectangle
Eugene;OR;15/07/2009 23:28;fireball
Bexley;OH;16/07/2009 00:00;disk
Wilbur;WA;16/07/2009 00:00;unknown
Cypress;CA;16/07/2009 00:24;changing
Gasport;NY;16/07/2009 00:30;light
Wrexham (UK/Wales);;16/07/2009 02:30;light
Kent;WA;16/07/2009 10:22;light
Oakwood;TX;16/07/2009 11:00;light
Deer Park;WA;16/07/2009 15:00;unknown
Bryan;TX;16/07/2009 16:00;unknown
Brick;NJ;09/01/2010 03:00;other
Oxfordshire (UK/England);;09/01/2010 17:38;fireball
Francis Creek;WI;09/01/2010 18:00;light
Woodbridge;NJ;09/01/2010 18:05;light
Seattle;WA;09/01/2010 19:00;cylinder
Freedom;CA;09/01/2010 20:00;triangle
Saline;MI;09/01/2010 20:45;formation
Buffalo;NY;09/01/2010 21:30;light
Kapolei;HI;09/01/2010 21:35;light
Cincinnati;OH;09/01/2010 22:00;light
Paducah;KY;09/01/2010 23:55;unknown
Prescott;WA;13/07/2008 01:00;light
Florence;AZ;13/07/2008 01:00;light
Hinsdale;NH;13/07/2008 03:10;unknown
Fenton;MI;13/07/2008 04:18;unknown
Humble;TX;13/07/2008 04:30;light
Apopka;FL;13/07/2008 14:00;oval
Lenox;MA;13/07/2008 17:28;oval
Englewood;CO;13/07/2008 18:30;changing
Stedman;NC;13/07/2008 19:00;disk
Hobe Sound;FL;13/07/2008 19:30;cylinder
Grants Pass;OR;13/07/2008 20:35;cigar
Lakeway;TX;06/12/2008 14:07;rectangle
Rialto;CA;06/12/2008 15:00;circle
Miami;FL;06/12/2008 17:00;cylinder
Rancho Palos Verdes;CA;06/12/2008 17:30;triangle
Maumelle;AR;06/12/2008 17:30;fireball
Grover Beach;CA;06/12/2008 17:40;fireball
Hendersonville;NC;06/12/2008 18:45;light
La Grande;OR;06/12/2008 21:56;circle
Los Angeles;CA;06/12/2008 22:00;light
Ankeny;IA;06/12/2008 22:00;triangle
Dallas;TX;06/12/2008 22:00;light
Chennai (India);;13/02/2009 22:14;sphere
Harrodsburg;KY;13/02/2009 22:15;light
Oak Hill;NY;13/02/2009 22:16;light
Doylestown;PA;13/02/2009 23:00;triangle
Smyrna Mills;ME;14/02/2009 00:00;cigar
Stroudsburg;PA;14/02/2009 02:00;light
Lisburn (Northern Ireland);;14/02/2009 11:10;oval
Phoenix;AZ;14/02/2009 14:00;disk
Wenatchee;WA;14/02/2009 16:00;changing
Austin;TX;14/02/2009 16:00;circle
Hallandale;FL;14/02/2009 16:44;light
Riverside;CA;17/03/2010 10:00;other
Irvine;CA;17/03/2010 16:40;unknown
Drogheda (Ireland);;17/03/2010 18:00;oval
Las Vegas;NV;17/03/2010 19:00;circle
Avon;MA;17/03/2010 20:30;light
Anderson;IN;17/03/2010 22:00;light
Roscoe;IL;17/03/2010 22:01;triangle
Barberton;OH;18/03/2010 00:15;sphere
Chicago;IL;18/03/2010 01:15;other
Ashtabula;OH;18/03/2010 07:05;unknown
Carlisle;PA;18/03/2010 10:00;light
Jonesboro;IN;18/03/2010 10:00;light
Zirndorf (West Germany);;27/02/1975 06:25;light
Hanna City;IL;01/06/1977 02:00;cylinder
Cambridge;MA;30/06/1977 21:00;other
Dexter;NY;15/11/1988 05:30;disk
Elkland;MO;15/12/1992 20:45;oval
Newell;AR;04/08/1993 00:00;circle
Conway;MO;15/07/1996 14:00;other
Stafford;VA;07/07/1997 14:30;rectangle
Amarillo;TX;20/06/2005 03:00;other
Vancouver;WA;17/06/2006 18:00;disk
Orland Park;IL;04/07/2006 22:00;triangle
Malcolm;NE;15/08/2006 16:00;sphere
Rexburg;ID;28/07/2008 00:30;formation
Yaisu/Fujieda (Japan);;24/09/2008 17:40;egg
London;ON;10/10/2008 02:00;other
San Jose Del Cabo (Baja, Mexico);;25/10/2008 19:30;fireball
La Jolla;CA;29/10/2008 19:30;triangle
Randolph;MA;12/11/2008 16:10;cigar
various;CA;01/01/2009 00:00;other
Memphis;TN;01/01/2009 18:00;cigar
Eastland;TX;29/01/2009 19:45;light
North Bergen;NJ;06/02/2009 19:30;light
Stouffville;ON;15/02/2009 00:00;unknown
Colorado Springs;CO;25/02/2009 19:30;disk
Rosemead;CA;01/06/1992 23:00;oval
Whittier;CA;15/05/1993 17:30;light
Ypsilanti;MI;07/08/1994 22:30;formation
Merrimac;MA;01/11/1996 19:00;triangle
Little Rock;AR;10/04/1997 00:30;disk
Liberty County;MT;01/06/1998 22:00;other
Albania;;25/05/1999 03:00;sphere
Northern Oglala;SD;15/06/1999 19:00;flash
Nassau;NY;31/10/1999 18:45;triangle
New York;NY;20/08/2000 23:00;light
Port Orchard;WA;10/10/2000 22:00;diamond
Boone;NC;15/07/2001 23:00;triangle
Venice;CA;16/11/2009 22:28;light
Ironton;OH;17/11/2009 01:00;other
Woodland Hills;CA;17/11/2009 01:13;fireball
Wrightsville Beach;NC;17/11/2009 03:00;disk
Albuquerque;NM;17/11/2009 04:10;chevron
Chicago;IL;17/11/2009 09:00;oval
Death Valley;CA;17/11/2009 17:35;oval
West Lebanon;NH;17/11/2009 18:07;unknown
Caledonia County;VT;17/11/2009 18:15;sphere
Mindoro;WI;17/11/2009 19:00;light
Timmins;ON;17/11/2009 19:00;unknown
Hood River;OR;12/05/2010 22:14;light
Ballinger;TX;12/05/2010 22:30;diamond
Riverview;NB;12/05/2010 23:18;diamond
Amherst;VA;12/05/2010 23:30;unknown
Eugene;OR;13/05/2010 16:00;circle
Weston;MO;13/05/2010 19:30;unknown
Tujunga;CA;13/05/2010 21:27;sphere
Burlington;IA;13/05/2010 22:30;light
Sedro Wooley;WA;14/05/2010 00:00;fireball
Saugerties;NY;14/05/2010 21:12;light
Cedar City;UT;14/05/2010 21:35;light
Honolulu;HI;19/04/2010 15:00;triangle
Cocoa;FL;19/04/2010 21:20;unknown
Vancouver;WA;20/04/2010 07:53;sphere
North Myrtle Beach;SC;20/04/2010 19:00;circle
Fairfield;TX;20/04/2010 19:00;changing
Dorado (Puerto Rico);;20/04/2010 20:00;light
San Clemente;CA;20/04/2010 20:45;triangle
Keswick;ON;20/04/2010 21:00;light
Philadelphia;PA;20/04/2010 21:00;triangle
Las Vegas;NV;20/04/2010 21:00;fireball
Post Falls;ID;20/04/2010 23:59;light
Houston;TX;30/09/2008 13:00;other
Tlaltenango (Mexico);;30/09/2008 13:52;oval
Kuala Lumpur (Malaysia);;01/10/2008 00:24;disk
Merrick;NY;01/10/2008 01:00;disk
Bryan;OH;01/10/2008 01:00;cylinder
Lynchburg;VA;01/10/2008 06:20;light
Lanagan;MO;01/10/2008 09:00;light
Dallas;TX;01/10/2008 09:45;oval
Bonham;TX;01/10/2008 19:12;egg
Delta;BC;01/10/2008 19:40;disk
Glenrock;WY;01/10/2008 20:00;unknown
Cabazon;CA;01/10/2008 20:00;light
Bristol;CT;06/08/2009 21:10;sphere
Bristol;CT;06/08/2009 21:10;sphere
Bulverde;TX;06/08/2009 21:50;light
Litchfield;SC;06/08/2009 22:22;circle
Troy;MO;07/08/2009 21:00;fireball
